policy_number,customer_id,first_name,last_name,ssn,email,phone,address,city,state,zip,policy_type,effective_date,expiration_date,annual_premium,payment_frequency,renewal_flag,policy_status,marital_status,agent_id,agency_name,agency_region
PN000214,CIN1214,Myra,Verma,170444812,myra.verma@example.com,+91 70651 11877,879 Sector 62,Lucknow,  Uttar Pradesh  ,  226010  ,HOME,2024-09-20,2025/03/19,"241,040.00",QUARTERLY,N,Active,Separated,A201,Empire Coverage,NY
PN000215,CIN1215,Aarav,Patil,,aarav.patil@example.com,08529-525191,  119 Park Street  ,  Pune  ,  Maharashtra  ,411001,HOME,2025-01-28,2025/10/25,"148,349.00",ANNUAL,n,Active,Single,A003,Bay State Brokers,NE
PN000216,CIN1216,Aadhya,Nair,, aadhya.nair@EXAMPLE.COM ,06455-755268,381 Park Street,New Delhi,  Delhi  ,  110003  ,AUTO,2024/12/23,2025/06/21,"240,198.00",Monthly,n,Cancelled,Separated,A003,Bay State Brokers,NE
PN000217,CIN1217,Sara,Patil,802613036, sara.patil@EXAMPLE.COM ,+91 98339 73711,850 Park Street,Chennai,Tamil Nadu,56A012,AUTO,2023-12-24,2024/09/19,"258,761.00",Monthly,y,Cancelled,Divorced,A004,Downtown Assurance,NE
PN000218,CIN1218,Sanvi,Sharma,187-53-3681,sanvi.sharma@example.com,N/A,  903 Sector 62  ,  Lucknow  ,Uttar Pradesh,     ,HOME,2023/09/02,2024-02-29,"239,354.00",QUARTERLY,y,Cancelled,Separated,A002,Metro Mutual Partners,NE
PN000219,CIN1219,Pari,Patil,, ,02794-159179,627 Park Street,  Pune  ,Maharashtra,  0211O  ,HOME,2024/04/08,2025-01-03,"229,001.00",ANNUAL,n,Lapsed,Married,A003,Bay State Brokers,NE
PN000220,CIN1220,Ayaan,Sharma,188611702,ayaan.sharma@example.com,03318-411233,683 JM Road,  Lucknow  ,  Uttar Pradesh  , ,RENTERS,2024/03/06,2024/09/02,"38,108.00",Monthly,Y,Cancelled,Married,A002,Metro Mutual Partners,NE
PN000221,CIN1221,Aadhya,Verma,809409882, ,,  261 MG Road  ,Jaipur,Rajasthan,0211O,AUTO,2024-02-30,2024-04-09,"295,439.00",Monthly,Y,Active,Married,A001,North Shore Agency,NE
PN000222,CIN1222,Aditya,Reddy,563-26-1972,aditya.reddyexample.com,+91 95234 56563,413 MG Road,  Noida  ,Uttar Pradesh,56A012,HOME,2023-10-02,2024-03-30,"231,812.00",ANNUAL,Y,Lapsed,Divorced,A201,Empire Coverage,NY
PN000223,CIN1223,Myra,Nair,811-66-7549, ,N/A,  599 MG Road  ,Jaipur,Rajasthan,  302001  ,RENTERS,2023-04-10,2024/04/09,"214,390.00",QUARTERLY,N,Cancelled,Separated,A004,Downtown Assurance,NE
PN000224,CIN1224,Sai,Sharma,353184175, ,08728-671613,  376 Sector 62  ,  Noida  ,Uttar Pradesh,  0211O  ,RENTERS,2023-04-21,2023/10/18,"225,407.00",Monthly,N,Lapsed,Separated,A004,Downtown Assurance,NE
PN000225,CIN1225,Aadhya,Reddy,, ,N/A,422 Lodhi Rd,Hyderabad,Telangana,56A012,AUTO,2025/01/14,2025-10-11,"134,674.00",Monthly,n,Lapsed,Widowed,A003,Bay State Brokers,NE
PN000226,CIN1226,Muhammad,Nair,534-12-5121,muhammad.nair@example.com,+91 73119 40943,  128 Park Street  ,New Delhi,Delhi,  0211O  ,HOME,2023-03-25,2023/12/20,"104,660.00",ANNUAL,N,Active,Separated,A003,Bay State Brokers,NE
PN000227,CIN1227,Vivaan,Iyer,941-60-5351, ,+91 79919 67459,  247 Park Street  ,Bengaluru,  Karnataka  ,560-001,AUTO,2023/06/14,2024/06/13,"60,960.00",QUARTERLY,n,Cancelled,Married,A201,Empire Coverage,NY
PN000228,CIN1228,Sanvi,Mukherjee,812-78-6782, sanvi.mukherjee@EXAMPLE.COM ,N/A,  686 Park Street  ,Hyderabad,Telangana,  500001  ,HOME,2024-07-30,2025/04/26,"180,930.00",QUARTERLY,N,Lapsed,Married,A002,Metro Mutual Partners,NE
PN000229,CIN1229,Reyansh,Reddy,, reyansh.reddy@EXAMPLE.COM ,06886-394188,854 Lodhi Rd,  Bengaluru  ,Karnataka,56A012,HOME,2024-01-21,2024/07/19,"63,246.00",Monthly,y,Lapsed,Single,A201,Empire Coverage,NY
PN000230,CIN1230,Diya,Nair,964595909, diya.nair@EXAMPLE.COM ,+91 78350 51080,804 Sector 62,Bengaluru,  Karnataka  ,56A012,RENTERS,2024-09-18,2025-06-15,"204,533.00",QUARTERLY,N,Cancelled,Divorced,A201,Empire Coverage,NY
PN000231,CIN1231,Reyansh,Nair,959601789, reyansh.nair@EXAMPLE.COM ,,680 Park Street,  Hyderabad  ,Telangana,500-001,HOME,2024/07/09,2025/04/05,"56,143.00",ANNUAL,n,Active,Widowed,A001,North Shore Agency,NE
PN000232,CIN1232,Sanvi,Khan,,sanvi.khan@example.com,02935-118681,214 JM Road,Pune,Maharashtra,  0211O  ,HOME,2024-07-26,2025-01-22,"12,581.00",Monthly,y,Lapsed,Single,A002,Metro Mutual Partners,NE
PN000233,CIN1233,Vihaan,Mehta,, vihaan.mehta@EXAMPLE.COM ,N/A,178 MG Road,  Hyderabad  ,Telangana,56A012,RENTERS,2023-10-09,2024-07-05,"242,407.00",Monthly,Y,Cancelled,Separated,A003,Bay State Brokers,NE
PN000234,CIN1234,Vivaan,Gupta,, vivaan.gupta@EXAMPLE.COM ,,428 MG Road,  Pune  ,Maharashtra,  411001  ,AUTO,2024-03-17,2024-09-13,"38,014.00",ANNUAL,N,Active,Divorced,A002,Metro Mutual Partners,NE
PN000235,CIN1235,Sara,Reddy,362-67-8570,sara.reddy@example.com,,  677 Lodhi Rd  ,  Bengaluru  ,Karnataka,  0211O  ,RENTERS,2023/09/09,2024/06/05,"167,311.00",Monthly,n,Lapsed,Married,A004,Downtown Assurance,NE
PN000236,CIN1236,Vihaan,Khan,165306339, vihaan.khan@EXAMPLE.COM ,N/A,999 Sector 62,Lucknow,  UP  , ,HOME,2024/05/02,2024/10/29,"263,531.00",ANNUAL,N,Lapsed,Single,A001,North Shore Agency,NE
PN000237,CIN1237,Myra,Sharma,712-68-2991, myra.sharma@EXAMPLE.COM ,N/A,  537 MG Road  ,  New Delhi  ,  Delhi  ,  56A012  ,HOME,2024-12-03,2025-12-03,"207,874.00",QUARTERLY,N,Lapsed,Single,A201,Empire Coverage,NY
PN000238,CIN1238,Muhammad,Gupta,, ,,809 Sector 62,Kolkata,  West Bengal  ,0211O,HOME,2024-11-28,2025/11/28,"89,823.00",ANNUAL,y,Cancelled,Widowed,A003,Bay State Brokers,NE
PN000239,CIN1239,Ayaan,Mehta,712175859, ,+91 77812 64370,  707 Sector 62  ,Noida,Uttar Pradesh, ,RENTERS,2024/09/15,2025/03/14,"151,750.00",QUARTERLY,y,Cancelled,Single,A201,Empire Coverage,NY
PN000240,CIN1240,Krishna,Mehta,999787283,krishna.mehta@example.com,N/A,250 Lodhi Rd,  New Delhi  ,  Delhi  ,  110003  ,HOME,2023/05/11,2024-02-05,"85,704.00",QUARTERLY,N,Cancelled,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000241,CIN1241,Sai,Verma,473-91-2103, ,,457 Sector 62,Mumbai,Maharashtra,400-001,AUTO,2023/12/18,2024/09/13,"196,429.00",QUARTERLY,Y,Cancelled,Divorced,A201,Empire Coverage,NY
PN000242,CIN1242,Pari,Reddy,,pari.reddyexample.com,N/A,  947 Park Street  ,New Delhi,  Delhi  ,  110003  ,RENTERS,2023-02-21,2024/02/21,"86,171.00",Monthly,N,Cancelled,Divorced,A002,Metro Mutual Partners,NE
PN000243,CIN1243,Vivaan,Verma,412-59-9193, ,+91 92647 17480,937 Sector 62,New Delhi,  Delhi  ,0211O,RENTERS,2024-05-22,2025-02-16,"80,066.00",Monthly,y,Active,Single,A004,Downtown Assurance,NE
PN000244,CIN1244,Pari,Iyer,913386172,pari.iyerexample.com,,978 JM Road,Mumbai,  Maharashtra  ,56A012,HOME,2023/04/04,2024/04/03,"147,660.00",ANNUAL,n,Lapsed,Widowed,A201,Empire Coverage,NY
PN000245,CIN1245,Aarav,Reddy,891-23-9745, aarav.reddy@EXAMPLE.COM ,N/A,963 MG Road,  Bengaluru  ,Karnataka,560-001,HOME,2024-06-01,2025-06-01,"119,183.00",QUARTERLY,y,Cancelled,Divorced,A004,Downtown Assurance,NE
PN000246,CIN1246,Sanvi,Verma,633-59-6512,sanvi.verma@example.com,,  130 JM Road  ,Lucknow,  UP  ,0211O,AUTO,2024-02-28,2025/02/27,"226,444.00",ANNUAL,Y,Active,Divorced,A002,Metro Mutual Partners,NE
PN000247,CIN1247,Aadhya,Gupta,158408083,aadhya.gupta@example.com,+91 76056 39940,  437 Sector 62  ,Noida,  UP  ,201-301,RENTERS,2023/06/19,2024/03/15,"99,495.00",Monthly,N,Cancelled,Widowed,A004,Downtown Assurance,NE
PN000248,CIN1248,Aarav,Mehta,337-20-1285, aarav.mehta@EXAMPLE.COM ,,270 JM Road,New Delhi,Delhi,     ,AUTO,2024/03/13,2024-12-08,"29,740.00",Monthly,n,Cancelled,Separated,A001,North Shore Agency,NE
PN000249,CIN1249,Vivaan,Mehta,117-11-2124,vivaan.mehtaexample.com,08131-318993,458 Sector 62,  New Delhi  ,Delhi,  110003  ,AUTO,2024-02-30,2024-12-30,"269,042.00",QUARTERLY,N,Cancelled,Divorced,A101,Sun Valley Insurance,Mid-Atl
PN000250,CIN1250,Aarav,Gupta,, ,,285 MG Road,Lucknow,Uttar Pradesh, ,AUTO,2024-12-18,2025-12-18,"86,975.00",QUARTERLY,Y,Active,Widowed,A004,Downtown Assurance,NE
PN000251,CIN1251,Arjun,Reddy,109-71-1095,arjun.reddyexample.com,N/A,94 MG Road,Chennai,  Tamil Nadu  ,600001,AUTO,2023/11/08,2024/05/06,"225,399.00",ANNUAL,Y,Active,Divorced,A004,Downtown Assurance,NE
PN000252,CIN1252,Krishna,Nair,, ,05940-744598,480 Sector 62,Noida,Uttar Pradesh,201301,RENTERS,2024-11-20,2025/08/17,"177,192.00",Monthly,y,Lapsed,Separated,A002,Metro Mutual Partners,NE
PN000253,CIN1253,Ayaan,Iyer,507623420,ayaan.iyer@example.com,N/A,519 Park Street,New Delhi,Delhi,110-003,AUTO,2023-12-03,2024-05-31,"198,842.00",QUARTERLY,y,Lapsed,Single,A003,Bay State Brokers,NE
PN000254,CIN1254,Navya,Iyer,,navya.iyerexample.com,+91 89495 78324,60 Sector 62,Pune,  Maharashtra  ,411001,HOME,2023-11-07,2024/11/06,"173,115.00",QUARTERLY,N,Lapsed,Single,A002,Metro Mutual Partners,NE
PN000255,CIN1255,Diya,Verma,,diya.vermaexample.com,02375-530525,  138 Park Street  ,Pune,Maharashtra,     ,RENTERS,2023/09/03,2024/03/01,"65,771.00",Monthly,y,Active,Divorced,A002,Metro Mutual Partners,NE
PN000256,CIN1256,Sara,Mukherjee,205-80-3816, ,,  743 Park Street  ,Chennai,  Tamil Nadu  ,600-001,RENTERS,2024-01-31,2024-07-29,"16,221.00",Monthly,N,Cancelled,Divorced,A001,North Shore Agency,NE
PN000257,CIN1257,Muhammad,Patil,127-54-3902, muhammad.patil@EXAMPLE.COM ,08530-920131,  301 MG Road  ,Pune,  Maharashtra  ,56A012,HOME,2023/05/11,2024/05/10,"162,878.00",ANNUAL,N,Active,Single,A002,Metro Mutual Partners,NE
PN000258,CIN1258,Diya,Nair,, ,01583-289794,528 Lodhi Rd,  Mumbai  ,  Maharashtra  ,56A012,AUTO,2023/07/29,2024/04/24,"127,760.00",ANNUAL,y,Cancelled,Married,A004,Downtown Assurance,NE
PN000259,CIN1259,Arjun,Patil,260-89-2672, ,01666-276712,286 Park Street,New Delhi,  Delhi  ,0211O,AUTO,2023/11/20,2024/05/18,,QUARTERLY,y,Active,Married,A003,Bay State Brokers,NE
PN000260,CIN1260,Sai,Khan,, ,+91 77966 65652,807 Sector 62,Chennai,  Tamil Nadu  ,600-001,RENTERS,2023/06/18,2024/06/17,"181,913.00",QUARTERLY,N,Cancelled,Separated,A101,Sun Valley Insurance,Mid-Atl
PN000261,CIN1261,Pari,Patil,444305890,pari.patilexample.com,+91 74916 23771,  74 Lodhi Rd  ,Pune,Maharashtra,411-001,AUTO,2023/08/11,2024-08-10,"-198,678.00",Monthly,Y,Active,Single,A201,Empire Coverage,NY
PN000262,CIN1262,Diya,Nair,851-17-6703,diya.nairexample.com,N/A,  705 Sector 62  ,New Delhi,Delhi,  110-003  ,RENTERS,2024-02-30,2025/07/19,,Monthly,n,Cancelled,Married,A201,Empire Coverage,NY
PN000263,CIN1263,Sanvi,Mukherjee,106236741,sanvi.mukherjeeexample.com,08624-407917,246 JM Road,  Mumbai  ,  Maharashtra  ,0211O,HOME,2024/05/17,2025-05-17,,Monthly,N,Active,Separated,A201,Empire Coverage,NY
PN000264,CIN1264,Aarav,Iyer,,aarav.iyer@example.com,+91 76497 15539,  958 MG Road  ,Noida,  UP  , ,RENTERS,2024-11-27,2025/11/27,"99,652.00",ANNUAL,n,Active,Widowed,A004,Downtown Assurance,NE
PN000265,CIN1265,Sanvi,Patil,,sanvi.patil@example.com,,277 JM Road,  Noida  ,Uttar Pradesh,201-301,AUTO,2025/02/17,2025/11/14,"63,164.00",Monthly,y,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000266,CIN1266,Sai,Sharma,717-69-8893, sai.sharma@EXAMPLE.COM ,,  159 Park Street  ,New Delhi,  Delhi  ,110-003,RENTERS,2024/07/25,2025/04/21,"249,441.00",Monthly,y,Lapsed,Single,A004,Downtown Assurance,NE
PN000267,CIN1267,Aditya,Iyer,458-22-6674,aditya.iyerexample.com,+91 84148 90493,638 Sector 62,Bengaluru,Karnataka,  560001  ,AUTO,2023-02-14,2023-11-11,"232,973.00",QUARTERLY,N,Active,Divorced,A003,Bay State Brokers,NE
PN000268,CIN1268,Pari,Gupta,,pari.guptaexample.com,N/A,342 Lodhi Rd,Pune,Maharashtra,  411-001  ,RENTERS,2023/06/22,2024/03/18,"73,922.00",Monthly,Y,Active,Divorced,A201,Empire Coverage,NY
PN000269,CIN1269,Ishita,Iyer,,ishita.iyerexample.com,+91 78004 25409,  582 JM Road  ,Pune,Maharashtra,  411001  ,RENTERS,2023/01/01,2023/06/30,"144,239.00",Monthly,n,Cancelled,Single,A001,North Shore Agency,NE
PN000270,CIN1270,Krishna,Nair,351404419, krishna.nair@EXAMPLE.COM ,,282 MG Road,Chennai,Tamil Nadu, ,RENTERS,2023/05/11,2023-11-07,"66,190.00",ANNUAL,y,Cancelled,Divorced,A101,Sun Valley Insurance,Mid-Atl
PN000271,CIN1271,Navya,Patil,,navya.patil@example.com,+91 75845 28147,892 Sector 62,Pune,Maharashtra,56A012,HOME,2024-01-18,2024-07-16,"278,624.00",Monthly,Y,Cancelled,Divorced,A004,Downtown Assurance,NE
PN000272,CIN1272,Myra,Gupta,,myra.guptaexample.com,+91 78300 98005,718 JM Road,  Pune  ,Maharashtra,411001,AUTO,2023/05/17,2024-05-16,"195,059.00",Monthly,n,Lapsed,Divorced,A101,Sun Valley Insurance,Mid-Atl
PN000273,CIN1273,Ananya,Verma,, ananya.verma@EXAMPLE.COM ,+91 92801 18240,113 Lodhi Rd,  Noida  ,UP,     ,RENTERS,2024/11/19,2025-11-19,,ANNUAL,Y,Lapsed,Married,A201,Empire Coverage,NY
PN000274,CIN1274,Aadhya,Mehta,, aadhya.mehta@EXAMPLE.COM ,,427 Park Street,Bengaluru,Karnataka, ,AUTO,2023/10/19,2024-04-16,"223,394.00",ANNUAL,N,Lapsed,Widowed,A001,North Shore Agency,NE
PN000275,CIN1275,Sara,Mehta,,sara.mehtaexample.com,N/A,135 JM Road,  Noida  ,  Uttar Pradesh  ,     ,RENTERS,2025-02-11,2025-11-08,"271,083.00",QUARTERLY,Y,Active,Widowed,A004,Downtown Assurance,NE
PN000276,CIN1276,Vihaan,Mukherjee,,vihaan.mukherjeeexample.com,,522 MG Road,New Delhi,  Delhi  ,  110-003  ,HOME,2023/12/04,2024-12-03,"159,607.00",Monthly,N,Lapsed,Married,A003,Bay State Brokers,NE
PN000277,CIN1277,Anika,Mukherjee,, ,N/A,155 JM Road,  Bengaluru  ,  Karnataka  ,  560-001  ,AUTO,2023-09-12,2024/06/08,"65,500.00",QUARTERLY,Y,Cancelled,Married,A201,Empire Coverage,NY
PN000278,CIN1278,Ayaan,Khan,,ayaan.khanexample.com,,  770 Sector 62  ,New Delhi,Delhi,  110-003  ,AUTO,2023/09/14,2024/06/10,"220,291.00",QUARTERLY,N,Lapsed,Separated,A003,Bay State Brokers,NE
PN000279,CIN1279,Vihaan,Nair,829351357,vihaan.nairexample.com,,703 JM Road,New Delhi,  Delhi  ,  110-003  ,AUTO,2024/11/01,2025-07-29,"59,746.00",Monthly,n,Active,Separated,A004,Downtown Assurance,NE
PN000280,CIN1280,Aadhya,Mehta,, aadhya.mehta@EXAMPLE.COM ,+91 76830 27531,318 Lodhi Rd,Hyderabad,Telangana,     ,HOME,2025/03/11,2026/03/11,"57,369.00",Monthly,y,Lapsed,Widowed,A001,North Shore Agency,NE
PN000281,CIN1281,Reyansh,Khan,179-17-4174,reyansh.khanexample.com,,  760 Sector 62  ,  Chennai  ,Tamil Nadu,600-001,AUTO,2024-11-13,2025/08/10,,QUARTERLY,N,Active,Divorced,A002,Metro Mutual Partners,NE
PN000282,CIN1282,Aarav,Verma,519101497,aarav.vermaexample.com,02162-840190,241 MG Road,New Delhi,Delhi,     ,HOME,2023-11-01,2024-10-31,"160,965.00",Monthly,N,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000283,CIN1283,Vihaan,Iyer,,vihaan.iyerexample.com,N/A,958 MG Road,  Pune  ,Maharashtra,411001,RENTERS,2023-12-06,2024-06-03,"170,264.00",ANNUAL,Y,Lapsed,Single,A004,Downtown Assurance,NE
PN000284,CIN1284,Vivaan,Mehta,624365412, ,+91 89533 96345,724 Sector 62,  Noida  ,Uttar Pradesh,201-301,HOME,2024-02-02,2024/10/29,"95,867.00",ANNUAL,Y,Cancelled,Separated,A201,Empire Coverage,NY
PN000285,CIN1285,Sanvi,Mukherjee,407-38-6368,sanvi.mukherjee@example.com,+91 83187 33933,555 Sector 62,Lucknow,UP,0211O,AUTO,2024-02-22,2024-11-18,"296,866.00",Monthly,n,Cancelled,Divorced,A001,North Shore Agency,NE
PN000286,CIN1286,Muhammad,Nair,,muhammad.nair@example.com,05453-773894,  943 Park Street  ,Hyderabad,  Telangana  ,  500-001  ,RENTERS,2024-11-23,2025-05-22,"253,263.00",QUARTERLY,Y,Cancelled,Married,A001,North Shore Agency,NE
PN000287,CIN1287,Sara,Reddy,148-74-1327, ,+91 77216 54359,944 Lodhi Rd,  Bengaluru  ,Karnataka,  560-001  ,HOME,2023/11/12,2024-08-08,"78,011.00",Monthly,y,Active,Single,A004,Downtown Assurance,NE
PN000288,CIN1288,Aditya,Nair,,aditya.nairexample.com,,122 Sector 62,New Delhi,  Delhi  ,  110003  ,HOME,2023-02-04,2024-02-04,"181,373.00",QUARTERLY,Y,Lapsed,Married,A003,Bay State Brokers,NE
PN000289,CIN1289,Sai,Reddy,701309712, ,N/A,  15 Sector 62  ,Lucknow,  UP  ,  226010  ,AUTO,2023-07-04,2023/12/31,"204,301.00",ANNUAL,y,Active,Separated,A001,North Shore Agency,NE
PN000290,CIN1290,Aarav,Iyer,,aarav.iyerexample.com,03924-969083,  539 Lodhi Rd  ,  Lucknow  ,UP,226010,AUTO,2023-04-16,2023/10/13,"79,695.00",ANNUAL,n,Cancelled,Separated,A002,Metro Mutual Partners,NE
PN000291,CIN1291,Arjun,Patil,764734573, arjun.patil@EXAMPLE.COM ,,914 Sector 62,Bengaluru,Karnataka,560-001,HOME,2024/07/05,2025-04-01,"188,192.00",ANNUAL,Y,Active,Married,A001,North Shore Agency,NE
PN000292,CIN1292,Myra,Sharma,915889337, ,+91 71387 81539,632 Park Street,Noida,  UP  , ,RENTERS,2024-08-06,2025/02/02,"267,592.00",ANNUAL,Y,Active,Separated,A101,Sun Valley Insurance,Mid-Atl
PN000293,CIN1293,Ananya,Verma,, ,09695-355478,213 MG Road,Mumbai,Maharashtra,400001,RENTERS,2024/04/21,2025-04-21,"285,207.00",Monthly,N,Cancelled,Married,A201,Empire Coverage,NY
PN000294,CIN1294,Ayaan,Khan,,ayaan.khanexample.com,N/A,  881 Park Street  ,New Delhi,  Delhi  ,56A012,HOME,2024/05/25,2025/05/25,"234,794.00",QUARTERLY,N,Active,Divorced,A003,Bay State Brokers,NE
PN000295,CIN1295,Anika,Mehta,974-78-8978,anika.mehtaexample.com,03158-547957,119 MG Road,Pune,  Maharashtra  ,0211O,AUTO,2023/03/09,2023/12/04,"41,570.00",Monthly,N,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000296,CIN1296,Anika,Mukherjee,832-17-5994,anika.mukherjee@example.com,03991-967664,  230 JM Road  ,Noida,Uttar Pradesh, ,AUTO,2023-02-04,2023/08/03,"236,139.00",Monthly,y,Lapsed,Single,A201,Empire Coverage,NY
PN000297,CIN1297,Sanvi,Patil,962-11-4177,sanvi.patilexample.com,+91 89952 32607,694 JM Road,Lucknow,Uttar Pradesh,  226010  ,HOME,2024/01/24,2024/10/20,"102,262.00",QUARTERLY,n,Active,Widowed,A201,Empire Coverage,NY
PN000298,CIN1298,Navya,Khan,762346156,navya.khanexample.com,N/A,  599 MG Road  ,  Lucknow  ,Uttar Pradesh,56A012,HOME,2024-07-28,2025-01-24,"71,004.00",QUARTERLY,y,Active,Separated,A101,Sun Valley Insurance,Mid-Atl
PN000299,CIN1299,Aadhya,Mukherjee,669637156,aadhya.mukherjeeexample.com,N/A,679 JM Road,New Delhi,Delhi,110003,AUTO,2024/02/10,2025/02/09,"144,643.00",ANNUAL,n,Lapsed,Single,A201,Empire Coverage,NY
PN000300,CIN1300,Arjun,Gupta,, ,,515 Lodhi Rd,New Delhi,  Delhi  ,     ,RENTERS,2025-01-11,2026/01/11,,ANNUAL,y,Cancelled,Married,A201,Empire Coverage,NY
PN000301,CIN1301,Sara,Verma,849154658, sara.verma@EXAMPLE.COM ,N/A,166 MG Road,Jaipur,Rajasthan,0211O,HOME,2024-03-30,2024/12/25,"118,725.00",ANNUAL,n,Lapsed,Separated,A003,Bay State Brokers,NE
PN000302,CIN1302,Aditya,Gupta,581416343,aditya.gupta@example.com,06231-208377,595 Sector 62,Noida,  UP  ,  201301  ,HOME,2023-01-18,2024/01/18,"70,406.00",QUARTERLY,N,Lapsed,Widowed,A004,Downtown Assurance,NE
PN000303,CIN1303,Aarav,Sharma,283613411,aarav.sharmaexample.com,N/A,903 Lodhi Rd,Lucknow,UP,226-010,HOME,2023/03/24,2023/12/19,"298,127.00",ANNUAL,n,Cancelled,Married,A201,Empire Coverage,NY
PN000304,CIN1304,Krishna,Verma,,krishna.vermaexample.com,N/A,837 Lodhi Rd,Noida,  Uttar Pradesh  ,0211O,HOME,2025-01-30,2026-01-30,"211,497.00",QUARTERLY,Y,Lapsed,Married,A004,Downtown Assurance,NE
PN000305,CIN1305,Reyansh,Mukherjee,312-49-7943, reyansh.mukherjee@EXAMPLE.COM ,,132 Lodhi Rd,  Hyderabad  ,Telangana,500-001,RENTERS,2024-02-26,2025-02-25,"270,379.00",QUARTERLY,y,Cancelled,Divorced,A002,Metro Mutual Partners,NE
PN000306,CIN1306,Ishita,Khan,866707429,ishita.khanexample.com,N/A,619 Sector 62,  Lucknow  ,Uttar Pradesh, ,RENTERS,2024/12/30,2025/06/28,"269,265.00",ANNUAL,n,Active,Separated,A201,Empire Coverage,NY
PN000307,CIN1307,Sanvi,Sharma,445-97-6941,sanvi.sharma@example.com,04506-417612,924 Sector 62,Bengaluru,  Karnataka  ,560001,AUTO,2024-07-15,2025/01/11,"149,030.00",ANNUAL,N,Lapsed,Widowed,A001,North Shore Agency,NE
PN000308,CIN1308,Navya,Gupta,, ,N/A,  768 Lodhi Rd  ,  Bengaluru  ,  Karnataka  ,56A012,HOME,2024/11/25,2025/08/22,,ANNUAL,N,Lapsed,Divorced,A003,Bay State Brokers,NE
PN000309,CIN1309,Anika,Khan,200-74-6444, ,+91 78814 90825,  459 Lodhi Rd  ,Pune,Maharashtra,411-001,HOME,2025-01-22,2025/07/21,"235,812.00",ANNUAL,Y,Lapsed,Married,A201,Empire Coverage,NY
PN000310,CIN1310,Reyansh,Gupta,,reyansh.gupta@example.com,02657-157590,512 JM Road,  Lucknow  ,Uttar Pradesh,56A012,HOME,2025/01/19,2025/10/16,"44,553.00",Monthly,Y,Cancelled,Married,A101,Sun Valley Insurance,Mid-Atl
PN000311,CIN1311,Sanvi,Mukherjee,, sanvi.mukherjee@EXAMPLE.COM ,N/A,  330 Lodhi Rd  ,Kolkata,West Bengal,700016,HOME,2024/12/20,2025/12/20,"101,681.00",ANNUAL,y,Lapsed,Single,A002,Metro Mutual Partners,NE
PN000312,CIN1312,Aarav,Gupta,792189992,aarav.guptaexample.com,N/A,  189 Lodhi Rd  ,Bengaluru,Karnataka, ,AUTO,2023-10-25,2024/10/24,"15,755.00",QUARTERLY,y,Active,Widowed,A002,Metro Mutual Partners,NE
PN000313,CIN1313,Arjun,Gupta,378-86-8742,arjun.gupta@example.com,07300-249284,97 MG Road,Pune,  Maharashtra  ,  0211O  ,HOME,2023/05/10,2024/02/04,"56,869.00",QUARTERLY,N,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000314,CIN1314,Ayaan,Iyer,,ayaan.iyerexample.com,,  411 Park Street  ,Hyderabad,  Telangana  ,500-001,RENTERS,2023/08/13,2024/08/12,"154,100.00",Monthly,N,Lapsed,Separated,A001,North Shore Agency,NE
PN000315,CIN1315,Sanvi,Gupta,, ,,91 Sector 62,Noida,UP,  56A012  ,RENTERS,2024/11/27,2025-08-24,"156,806.00",Monthly,n,Lapsed,Single,A003,Bay State Brokers,NE
PN000316,CIN1316,Aadhya,Iyer,900-45-8716, aadhya.iyer@EXAMPLE.COM ,,255 Lodhi Rd,  Lucknow  ,  UP  ,     ,HOME,2023-09-13,2024-09-12,"226,125.00",QUARTERLY,n,Active,Separated,A201,Empire Coverage,NY
PN000317,CIN1317,Krishna,Verma,, krishna.verma@EXAMPLE.COM ,+91 86377 87632,747 Park Street,Lucknow,  UP  , ,AUTO,2023-12-16,2024/09/11,"195,559.00",Monthly,Y,Lapsed,Divorced,A003,Bay State Brokers,NE
PN000318,CIN1318,Aditya,Iyer,799393477,aditya.iyer@example.com,+91 91205 23570,301 Lodhi Rd,  Chennai  ,  Tamil Nadu  ,0211O,RENTERS,2023-10-02,2024-10-01,"184,277.00",QUARTERLY,n,Lapsed,Divorced,A101,Sun Valley Insurance,Mid-Atl
PN000319,CIN1319,Ananya,Sharma,160-56-8071,ananya.sharma@example.com,01115-935668,  721 JM Road  ,Noida,  Uttar Pradesh  , ,AUTO,2024/11/29,2025-11-29,"20,821.00",ANNUAL,N,Cancelled,Married,A003,Bay State Brokers,NE
PN000320,CIN1320,Sara,Mehta,241962775, sara.mehta@EXAMPLE.COM ,,153 Park Street,  Jaipur  ,  Rajasthan  , ,HOME,2024-02-30,2023-10-27,"133,907.00",Monthly,n,Lapsed,Separated,A003,Bay State Brokers,NE
PN000321,CIN1321,Ananya,Patil,817-96-3514,ananya.patilexample.com,07582-644591,430 Park Street,  Kolkata  ,West Bengal,0211O,RENTERS,2024-06-28,2025-06-28,"150,633.00",ANNUAL,Y,Lapsed,Separated,A001,North Shore Agency,NE
